year,jurisdiction,code,occupation,group,experience,deployment,displacement,reinstatement,netChange,employmentIndex,yoyChange,hiringChange
2027,Brazil,BR,Radiology & diagnostics,Healthcare,Entry,0.16352,0.02064,0.00085,-0.01978,98.02151,-0.00879,-0.02485
2028,Brazil,BR,Radiology & diagnostics,Healthcare,Entry,0.26903,0.03396,0.00158,-0.03238,96.76203,-0.01285,-0.03599
2029,Brazil,BR,Radiology & diagnostics,Healthcare,Entry,0.39586,0.04996,0.00272,-0.04725,95.27509,-0.01537,-0.04248
2030,Brazil,BR,Radiology & diagnostics,Healthcare,Entry,0.51686,0.06524,0.00424,-0.061,93.8998,-0.01443,-0.03929
2026,Nigeria,NG,Radiology & diagnostics,Healthcare,Entry,0.0536,0.00835,0.00026,-0.00809,99.19096,-0.00369,-0.01051
2027,Nigeria,NG,Radiology & diagnostics,Healthcare,Entry,0.09502,0.0148,0.00048,-0.01432,98.56777,-0.00628,-0.01781
2028,Nigeria,NG,Radiology & diagnostics,Healthcare,Entry,0.1593,0.02481,0.00086,-0.02395,97.60522,-0.00977,-0.0275
2029,Nigeria,NG,Radiology & diagnostics,Healthcare,Entry,0.24627,0.03836,0.00149,-0.03686,96.31369,-0.01323,-0.0369
2030,Nigeria,NG,Radiology & diagnostics,Healthcare,Entry,0.34443,0.05364,0.00241,-0.05123,94.87663,-0.01492,-0.04106
2026,United States,US,Radiology & diagnostics,Healthcare,Junior,0.31272,0.02206,0.003,-0.01906,98.09402,-0.00885,-0.03651
2027,United States,US,Radiology & diagnostics,Healthcare,Junior,0.50443,0.03558,0.00602,-0.02956,97.04361,-0.01071,-0.04377
2028,United States,US,Radiology & diagnostics,Healthcare,Junior,0.68352,0.04822,0.01056,-0.03765,96.23455,-0.00834,-0.03371
2029,United States,US,Radiology & diagnostics,Healthcare,Junior,0.80581,0.05684,0.01559,-0.04125,95.87495,-0.00374,-0.01498
2030,United States,US,Radiology & diagnostics,Healthcare,Junior,0.87252,0.06155,0.01958,-0.04197,95.8028,-0.00075,-0.00301
2026,Singapore,SG,Radiology & diagnostics,Healthcare,Junior,0.2925,0.02136,0.00244,-0.01892,98.10823,-0.00944,-0.03896
2027,Singapore,SG,Radiology & diagnostics,Healthcare,Junior,0.49636,0.03625,0.00522,-0.03103,96.89726,-0.01234,-0.05046
2028,Singapore,SG,Radiology & diagnostics,Healthcare,Junior,0.69263,0.05059,0.00971,-0.04087,95.91289,-0.01016,-0.04102
2029,Singapore,SG,Radiology & diagnostics,Healthcare,Junior,0.82532,0.06028,0.01493,-0.04534,95.4659,-0.00466,-0.01862
2030,Singapore,SG,Radiology & diagnostics,Healthcare,Junior,0.89503,0.06537,0.01911,-0.04626,95.37433,-0.00096,-0.00382
2026,United Kingdom,UK,Radiology & diagnostics,Healthcare,Junior,0.22387,0.01437,0.00184,-0.01253,98.74683,-0.00597,-0.02472
2027,United Kingdom,UK,Radiology & diagnostics,Healthcare,Junior,0.38281,0.02458,0.00369,-0.02088,97.91154,-0.00846,-0.0348
2028,United Kingdom,UK,Radiology & diagnostics,Healthcare,Junior,0.56215,0.03609,0.00674,-0.02935,97.06462,-0.00865,-0.03529
2029,United Kingdom,UK,Radiology & diagnostics,Healthcare,Junior,0.71203,0.04572,0.0107,-0.03501,96.49876,-0.00583,-0.02358
2030,United Kingdom,UK,Radiology & diagnostics,Healthcare,Junior,0.80894,0.05194,0.01455,-0.03739,96.26113,-0.00246,-0.0099
2026,Canada,CA,Radiology & diagnostics,Healthcare,Junior,0.20074,0.01378,0.00163,-0.01215,98.78532,-0.00578,-0.02394
2027,Canada,CA,Radiology & diagnostics,Healthcare,Junior,0.34658,0.02379,0.00325,-0.02054,97.94574,-0.0085,-0.03498
2028,Canada,CA,Radiology & diagnostics,Healthcare,Junior,0.51964,0.03567,0.00594,-0.02973,97.02726,-0.00938,-0.03827
2029,Canada,CA,Radiology & diagnostics,Healthcare,Junior,0.67388,0.04626,0.00959,-0.03667,96.33311,-0.00715,-0.02892
2030,Canada,CA,Radiology & diagnostics,Healthcare,Junior,0.78002,0.05354,0.01334,-0.0402,95.97989,-0.00367,-0.01472
2026,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Junior,0.17156,0.01123,0.00134,-0.0099,99.01026,-0.00508,-0.02106
2027,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Junior,0.31516,0.02063,0.00287,-0.01777,98.22323,-0.00795,-0.03279
2028,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Junior,0.49072,0.03213,0.00562,-0.0265,97.34958,-0.00889,-0.0364
2029,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Junior,0.64406,0.04217,0.00955,-0.03262,96.73835,-0.00628,-0.02547
2030,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Junior,0.74334,0.04867,0.01361,-0.03505,96.49467,-0.00252,-0.01015
2026,Australia,AU,Radiology & diagnostics,Healthcare,Junior,0.18674,0.01175,0.00146,-0.01029,98.97062,-0.00494,-0.02047
2027,Australia,AU,Radiology & diagnostics,Healthcare,Junior,0.32645,0.02054,0.00291,-0.01763,98.23742,-0.00741,-0.03055
2028,Australia,AU,Radiology & diagnostics,Healthcare,Junior,0.49683,0.03126,0.00539,-0.02587,97.41268,-0.0084,-0.03436
2029,Australia,AU,Radiology & diagnostics,Healthcare,Junior,0.65308,0.04109,0.00882,-0.03227,96.77255,-0.00657,-0.02667
2030,Australia,AU,Radiology & diagnostics,Healthcare,Junior,0.7631,0.04801,0.01245,-0.03556,96.44378,-0.0034,-0.0137
2026,Germany,DE,Radiology & diagnostics,Healthcare,Junior,0.18062,0.0091,0.00136,-0.00774,99.22646,-0.0035,-0.01451
2027,Germany,DE,Radiology & diagnostics,Healthcare,Junior,0.30566,0.0154,0.00258,-0.01281,98.71859,-0.00512,-0.02116
2028,Germany,DE,Radiology & diagnostics,Healthcare,Junior,0.46101,0.02322,0.00458,-0.01864,98.13553,-0.00591,-0.02429
2029,Germany,DE,Radiology & diagnostics,Healthcare,Junior,0.61255,0.03085,0.00733,-0.02352,97.64799,-0.00497,-0.02031
2030,Germany,DE,Radiology & diagnostics,Healthcare,Junior,0.72923,0.03673,0.01038,-0.02635,97.36467,-0.0029,-0.0118
2026,Japan,JP,Radiology & diagnostics,Healthcare,Junior,0.16856,0.00788,0.00111,-0.00676,99.32353,-0.00309,-0.01281
2027,Japan,JP,Radiology & diagnostics,Healthcare,Junior,0.28811,0.01346,0.00212,-0.01134,98.86551,-0.00461,-0.01908
2028,Japan,JP,Radiology & diagnostics,Healthcare,Junior,0.44,0.02056,0.00378,-0.01678,98.32242,-0.00549,-0.02263
2029,Japan,JP,Radiology & diagnostics,Healthcare,Junior,0.59189,0.02766,0.00614,-0.02152,97.84771,-0.00483,-0.01978
2030,Japan,JP,Radiology & diagnostics,Healthcare,Junior,0.71144,0.03324,0.00879,-0.02445,97.55495,-0.00299,-0.0122
2026,India,IN,Radiology & diagnostics,Healthcare,Junior,0.12095,0.00911,0.00098,-0.00813,99.18738,-0.00409,-0.01697
2027,India,IN,Radiology & diagnostics,Healthcare,Junior,0.22322,0.01681,0.00204,-0.01477,98.52317,-0.0067,-0.02768
2028,India,IN,Radiology & diagnostics,Healthcare,Junior,0.36,0.02711,0.00396,-0.02315,97.68529,-0.0085,-0.03491
2029,India,IN,Radiology & diagnostics,Healthcare,Junior,0.49678,0.0374,0.00686,-0.03054,96.94585,-0.00757,-0.03081
2030,India,IN,Radiology & diagnostics,Healthcare,Junior,0.59905,0.0451,0.01024,-0.03487,96.51334,-0.00446,-0.01802
2026,France,FR,Radiology & diagnostics,Healthcare,Junior,0.16451,0.00855,0.00119,-0.00736,99.2637,-0.0033,-0.0137
2027,France,FR,Radiology & diagnostics,Healthcare,Junior,0.2785,0.01447,0.00222,-0.01225,98.77478,-0.00493,-0.02037
2028,France,FR,Radiology & diagnostics,Healthcare,Junior,0.42461,0.02206,0.00392,-0.01815,98.18525,-0.00597,-0.02456
2029,France,FR,Radiology & diagnostics,Healthcare,Junior,0.57419,0.02984,0.00631,-0.02352,97.64759,-0.00548,-0.0224
2030,France,FR,Radiology & diagnostics,Healthcare,Junior,0.69594,0.03617,0.00907,-0.0271,97.29045,-0.00366,-0.01488
2026,Brazil,BR,Radiology & diagnostics,Healthcare,Junior,0.09137,0.0061,0.00067,-0.00543,99.45697,-0.00255,-0.01059
2027,Brazil,BR,Radiology & diagnostics,Healthcare,Junior,0.16352,0.01091,0.00128,-0.00963,99.03698,-0.00422,-0.0175
2028,Brazil,BR,Radiology & diagnostics,Healthcare,Junior,0.26903,0.01796,0.00237,-0.01559,98.44128,-0.00601,-0.02482
2029,Brazil,BR,Radiology & diagnostics,Healthcare,Junior,0.39586,0.02642,0.00408,-0.02234,97.76599,-0.00686,-0.02814
2030,Brazil,BR,Radiology & diagnostics,Healthcare,Junior,0.51686,0.0345,0.00637,-0.02813,97.18691,-0.00592,-0.02413
2026,Nigeria,NG,Radiology & diagnostics,Healthcare,Junior,0.0536,0.00441,0.00039,-0.00403,99.59723,-0.00183,-0.00761
2027,Nigeria,NG,Radiology & diagnostics,Healthcare,Junior,0.09502,0.00783,0.00072,-0.00711,99.28914,-0.00309,-0.01284
2028,Nigeria,NG,Radiology & diagnostics,Healthcare,Junior,0.1593,0.01312,0.0013,-0.01182,98.81772,-0.00475,-0.01964
2029,Nigeria,NG,Radiology & diagnostics,Healthcare,Junior,0.24627,0.02028,0.00225,-0.01804,98.19609,-0.00629,-0.0259
2030,Nigeria,NG,Radiology & diagnostics,Healthcare,Junior,0.34443,0.02837,0.00363,-0.02474,97.52562,-0.00683,-0.02794
2026,United States,US,Radiology & diagnostics,Healthcare,Mid,0.31272,0.00842,0.00343,-0.00499,99.50057,-0.00212,-0.01321
2027,United States,US,Radiology & diagnostics,Healthcare,Mid,0.50443,0.01359,0.00688,-0.00671,99.32926,-0.00172,-0.01071
2028,United States,US,Radiology & diagnostics,Healthcare,Mid,0.68352,0.01841,0.01207,-0.00634,99.36608,0.00037,0.0023
2029,United States,US,Radiology & diagnostics,Healthcare,Mid,0.80581,0.0217,0.01782,-0.00388,99.61158,0.00247,0.01534
2030,United States,US,Radiology & diagnostics,Healthcare,Mid,0.87252,0.0235,0.02237,-0.00113,99.88728,0.00277,0.01723
2026,Singapore,SG,Radiology & diagnostics,Healthcare,Mid,0.2925,0.00816,0.00279,-0.00536,99.46369,-0.00252,-0.01572
2027,Singapore,SG,Radiology & diagnostics,Healthcare,Mid,0.49636,0.01384,0.00597,-0.00787,99.21283,-0.00252,-0.01568
2028,Singapore,SG,Radiology & diagnostics,Healthcare,Mid,0.69263,0.01931,0.0111,-0.00821,99.17874,-0.00034,-0.00213
2029,Singapore,SG,Radiology & diagnostics,Healthcare,Mid,0.82532,0.02301,0.01707,-0.00595,99.40536,0.00228,0.01416
2030,Singapore,SG,Radiology & diagnostics,Healthcare,Mid,0.89503,0.02496,0.02184,-0.00312,99.68816,0.00284,0.01767
2026,United Kingdom,UK,Radiology & diagnostics,Healthcare,Mid,0.22387,0.00549,0.0021,-0.00338,99.66169,-0.00153,-0.00953
2027,United Kingdom,UK,Radiology & diagnostics,Healthcare,Mid,0.38281,0.00938,0.00422,-0.00516,99.48372,-0.00179,-0.01112
2028,United Kingdom,UK,Radiology & diagnostics,Healthcare,Mid,0.56215,0.01378,0.0077,-0.00608,99.39208,-0.00092,-0.00573
2029,United Kingdom,UK,Radiology & diagnostics,Healthcare,Mid,0.71203,0.01746,0.01223,-0.00522,99.47773,0.00086,0.00535
2030,United Kingdom,UK,Radiology & diagnostics,Healthcare,Mid,0.80894,0.01983,0.01663,-0.0032,99.67967,0.00203,0.01262
2026,Canada,CA,Radiology & diagnostics,Healthcare,Mid,0.20074,0.00526,0.00187,-0.0034,99.66043,-0.00155,-0.00967
2027,Canada,CA,Radiology & diagnostics,Healthcare,Mid,0.34658,0.00908,0.00371,-0.00537,99.46273,-0.00198,-0.01236
2028,Canada,CA,Radiology & diagnostics,Healthcare,Mid,0.51964,0.01362,0.00679,-0.00683,99.31704,-0.00146,-0.00911
2029,Canada,CA,Radiology & diagnostics,Healthcare,Mid,0.67388,0.01766,0.01096,-0.00671,99.32947,0.00013,0.00078
2030,Canada,CA,Radiology & diagnostics,Healthcare,Mid,0.78002,0.02044,0.01525,-0.0052,99.48023,0.00152,0.00942
2026,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Mid,0.17156,0.00429,0.00153,-0.00276,99.7237,-0.00137,-0.00853
2027,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Mid,0.31516,0.00788,0.00328,-0.0046,99.53976,-0.00184,-0.0115
2028,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Mid,0.49072,0.01227,0.00643,-0.00584,99.41605,-0.00124,-0.00773
2029,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Mid,0.64406,0.0161,0.01092,-0.00518,99.48155,0.00066,0.00409
2030,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Mid,0.74334,0.01858,0.01556,-0.00302,99.69775,0.00217,0.01351
2026,Australia,AU,Radiology & diagnostics,Healthcare,Mid,0.18674,0.00449,0.00166,-0.00282,99.71778,-0.0013,-0.00811
2027,Australia,AU,Radiology & diagnostics,Healthcare,Mid,0.32645,0.00784,0.00333,-0.00451,99.54881,-0.00169,-0.01056
2028,Australia,AU,Radiology & diagnostics,Healthcare,Mid,0.49683,0.01194,0.00616,-0.00578,99.42213,-0.00127,-0.00792
2029,Australia,AU,Radiology & diagnostics,Healthcare,Mid,0.65308,0.01569,0.01008,-0.00561,99.43879,0.00017,0.00104
2030,Australia,AU,Radiology & diagnostics,Healthcare,Mid,0.7631,0.01833,0.01423,-0.0041,99.58987,0.00152,0.00944
2026,Germany,DE,Radiology & diagnostics,Healthcare,Mid,0.18062,0.00347,0.00156,-0.00192,99.80829,-0.00082,-0.00512
2027,Germany,DE,Radiology & diagnostics,Healthcare,Mid,0.30566,0.00588,0.00295,-0.00293,99.70717,-0.00101,-0.00632
2028,Germany,DE,Radiology & diagnostics,Healthcare,Mid,0.46101,0.00887,0.00523,-0.00364,99.6363,-0.00071,-0.00443
2029,Germany,DE,Radiology & diagnostics,Healthcare,Mid,0.61255,0.01178,0.00838,-0.0034,99.65997,0.00024,0.00148
2030,Germany,DE,Radiology & diagnostics,Healthcare,Mid,0.72923,0.01402,0.01186,-0.00217,99.78341,0.00124,0.00772
2026,Japan,JP,Radiology & diagnostics,Healthcare,Mid,0.16856,0.00301,0.00127,-0.00174,99.82632,-0.00076,-0.00473
2027,Japan,JP,Radiology & diagnostics,Healthcare,Mid,0.28811,0.00514,0.00242,-0.00272,99.72799,-0.00098,-0.00615
2028,Japan,JP,Radiology & diagnostics,Healthcare,Mid,0.44,0.00785,0.00433,-0.00353,99.64749,-0.00081,-0.00503
2029,Japan,JP,Radiology & diagnostics,Healthcare,Mid,0.59189,0.01056,0.00701,-0.00355,99.64513,-0.00002,-0.00015
2030,Japan,JP,Radiology & diagnostics,Healthcare,Mid,0.71144,0.01269,0.01005,-0.00264,99.73567,0.00091,0.00566
2026,India,IN,Radiology & diagnostics,Healthcare,Mid,0.12095,0.00348,0.00112,-0.00236,99.76433,-0.00116,-0.00722
2027,India,IN,Radiology & diagnostics,Healthcare,Mid,0.22322,0.00642,0.00233,-0.00409,99.59125,-0.00173,-0.01082
2028,India,IN,Radiology & diagnostics,Healthcare,Mid,0.36,0.01035,0.00452,-0.00583,99.41744,-0.00175,-0.01086
2029,India,IN,Radiology & diagnostics,Healthcare,Mid,0.49678,0.01428,0.00784,-0.00644,99.35614,-0.00062,-0.00383
2030,India,IN,Radiology & diagnostics,Healthcare,Mid,0.59905,0.01722,0.0117,-0.00552,99.44786,0.00092,0.00573
2026,France,FR,Radiology & diagnostics,Healthcare,Mid,0.16451,0.00326,0.00136,-0.00191,99.80911,-0.00082,-0.00512
2027,France,FR,Radiology & diagnostics,Healthcare,Mid,0.2785,0.00553,0.00254,-0.00299,99.70117,-0.00108,-0.00675
2028,France,FR,Radiology & diagnostics,Healthcare,Mid,0.42461,0.00842,0.00448,-0.00395,99.60524,-0.00096,-0.006
2029,France,FR,Radiology & diagnostics,Healthcare,Mid,0.57419,0.01139,0.00722,-0.00418,99.58234,-0.00023,-0.00143
2030,France,FR,Radiology & diagnostics,Healthcare,Mid,0.69594,0.01381,0.01037,-0.00344,99.65567,0.00074,0.00458
2026,Brazil,BR,Radiology & diagnostics,Healthcare,Mid,0.09137,0.00233,0.00076,-0.00156,99.84353,-0.00072,-0.0045
2027,Brazil,BR,Radiology & diagnostics,Healthcare,Mid,0.16352,0.00417,0.00147,-0.0027,99.73007,-0.00114,-0.00709
2028,Brazil,BR,Radiology & diagnostics,Healthcare,Mid,0.26903,0.00686,0.00271,-0.00415,99.58523,-0.00145,-0.00905
2029,Brazil,BR,Radiology & diagnostics,Healthcare,Mid,0.39586,0.01009,0.00467,-0.00542,99.45777,-0.00128,-0.00797
2030,Brazil,BR,Radiology & diagnostics,Healthcare,Mid,0.51686,0.01317,0.00728,-0.00589,99.41066,-0.00047,-0.00294
2026,Nigeria,NG,Radiology & diagnostics,Healthcare,Mid,0.0536,0.00169,0.00044,-0.00124,99.87567,-0.00056,-0.0035
2027,Nigeria,NG,Radiology & diagnostics,Healthcare,Mid,0.09502,0.00299,0.00082,-0.00217,99.78324,-0.00093,-0.00578
2028,Nigeria,NG,Radiology & diagnostics,Healthcare,Mid,0.1593,0.00501,0.00148,-0.00353,99.6474,-0.00136,-0.00849
2029,Nigeria,NG,Radiology & diagnostics,Healthcare,Mid,0.24627,0.00775,0.00257,-0.00518,99.48213,-0.00166,-0.01033
2030,Nigeria,NG,Radiology & diagnostics,Healthcare,Mid,0.34443,0.01083,0.00414,-0.00669,99.33119,-0.00152,-0.00943
2026,United States,US,Radiology & diagnostics,Healthcare,Senior,0.31272,0.00386,0.00289,-0.00097,99.90324,-0.00026,-0.00232
2027,United States,US,Radiology & diagnostics,Healthcare,Senior,0.50443,0.00623,0.0058,-0.00042,99.9577,0.00055,0.00495
2028,United States,US,Radiology & diagnostics,Healthcare,Senior,0.68352,0.00844,0.01018,0.00175,100.17468,0.00217,0.01973
2029,United States,US,Radiology & diagnostics,Healthcare,Senior,0.80581,0.00995,0.01503,0.00509,100.50875,0.00333,0.03037
2030,United States,US,Radiology & diagnostics,Healthcare,Senior,0.87252,0.01077,0.01888,0.00811,100.81064,0.003,0.02744
2026,Singapore,SG,Radiology & diagnostics,Healthcare,Senior,0.2925,0.00374,0.00236,-0.00138,99.86185,-0.00054,-0.00493
2027,Singapore,SG,Radiology & diagnostics,Healthcare,Senior,0.49636,0.00634,0.00504,-0.00131,99.86928,0.00007,0.00068
2028,Singapore,SG,Radiology & diagnostics,Healthcare,Senior,0.69263,0.00885,0.00937,0.00051,100.05147,0.00182,0.01656
2029,Singapore,SG,Radiology & diagnostics,Healthcare,Senior,0.82532,0.01055,0.0144,0.00385,100.38528,0.00334,0.03035
2030,Singapore,SG,Radiology & diagnostics,Healthcare,Senior,0.89503,0.01144,0.01843,0.00699,100.69881,0.00312,0.0285
2026,United Kingdom,UK,Radiology & diagnostics,Healthcare,Senior,0.22387,0.00252,0.00178,-0.00074,99.92607,-0.00027,-0.00247
2027,United Kingdom,UK,Radiology & diagnostics,Healthcare,Senior,0.38281,0.0043,0.00356,-0.00074,99.92608,0,0
2028,United Kingdom,UK,Radiology & diagnostics,Healthcare,Senior,0.56215,0.00632,0.0065,0.00018,100.01821,0.00092,0.00838
2029,United Kingdom,UK,Radiology & diagnostics,Healthcare,Senior,0.71203,0.008,0.01032,0.00232,100.23208,0.00214,0.01944
2030,United Kingdom,UK,Radiology & diagnostics,Healthcare,Senior,0.80894,0.00909,0.01403,0.00494,100.49403,0.00261,0.02381
2026,Canada,CA,Radiology & diagnostics,Healthcare,Senior,0.20074,0.00241,0.00157,-0.00084,99.91625,-0.00034,-0.00305
2027,Canada,CA,Radiology & diagnostics,Healthcare,Senior,0.34658,0.00416,0.00313,-0.00103,99.89676,-0.0002,-0.00177
2028,Canada,CA,Radiology & diagnostics,Healthcare,Senior,0.51964,0.00624,0.00573,-0.00051,99.94864,0.00052,0.00472
2029,Canada,CA,Radiology & diagnostics,Healthcare,Senior,0.67388,0.00809,0.00924,0.00115,100.11493,0.00166,0.01512
2030,Canada,CA,Radiology & diagnostics,Healthcare,Senior,0.78002,0.00937,0.01286,0.00349,100.34935,0.00234,0.02131
2026,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Senior,0.17156,0.00197,0.00129,-0.00068,99.93217,-0.0003,-0.00272
2027,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Senior,0.31516,0.00361,0.00276,-0.00085,99.91532,-0.00017,-0.00153
2028,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Senior,0.49072,0.00562,0.00542,-0.0002,99.98009,0.00065,0.00589
2029,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Senior,0.64406,0.00738,0.00921,0.00183,100.1831,0.00203,0.01846
2030,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Senior,0.74334,0.00852,0.01313,0.00461,100.46117,0.00278,0.02528
2026,Australia,AU,Radiology & diagnostics,Healthcare,Senior,0.18674,0.00206,0.0014,-0.00065,99.93479,-0.00026,-0.00236
2027,Australia,AU,Radiology & diagnostics,Healthcare,Senior,0.32645,0.00359,0.00281,-0.00078,99.92158,-0.00013,-0.0012
2028,Australia,AU,Radiology & diagnostics,Healthcare,Senior,0.49683,0.00547,0.0052,-0.00028,99.97246,0.00051,0.00463
2029,Australia,AU,Radiology & diagnostics,Healthcare,Senior,0.65308,0.00719,0.0085,0.00131,100.13119,0.00159,0.01443
2030,Australia,AU,Radiology & diagnostics,Healthcare,Senior,0.7631,0.0084,0.01201,0.00361,100.36054,0.00229,0.02085
2026,Germany,DE,Radiology & diagnostics,Healthcare,Senior,0.18062,0.00159,0.00131,-0.00028,99.97212,-0.00008,-0.00073
2027,Germany,DE,Radiology & diagnostics,Healthcare,Senior,0.30566,0.00269,0.00249,-0.00021,99.97948,0.00007,0.00067
2028,Germany,DE,Radiology & diagnostics,Healthcare,Senior,0.46101,0.00406,0.00441,0.00035,100.03483,0.00055,0.00503
2029,Germany,DE,Radiology & diagnostics,Healthcare,Senior,0.61255,0.0054,0.00707,0.00167,100.16712,0.00132,0.01203
2030,Germany,DE,Radiology & diagnostics,Healthcare,Senior,0.72923,0.00643,0.01001,0.00358,100.35775,0.0019,0.01733
2026,Japan,JP,Radiology & diagnostics,Healthcare,Senior,0.16856,0.00138,0.00107,-0.00031,99.96936,-0.0001,-0.00095
2027,Japan,JP,Radiology & diagnostics,Healthcare,Senior,0.28811,0.00236,0.00204,-0.00031,99.96861,-0.00001,-0.00007
2028,Japan,JP,Radiology & diagnostics,Healthcare,Senior,0.44,0.0036,0.00365,0.00005,100.00513,0.00037,0.00332
2029,Japan,JP,Radiology & diagnostics,Healthcare,Senior,0.59189,0.00484,0.00592,0.00108,100.10759,0.00102,0.00931
2030,Japan,JP,Radiology & diagnostics,Healthcare,Senior,0.71144,0.00582,0.00848,0.00266,100.26619,0.00158,0.01442
2026,India,IN,Radiology & diagnostics,Healthcare,Senior,0.12095,0.00159,0.00095,-0.00065,99.93516,-0.0003,-0.00271
2027,India,IN,Radiology & diagnostics,Healthcare,Senior,0.22322,0.00294,0.00197,-0.00098,99.90244,-0.00033,-0.00297
2028,India,IN,Radiology & diagnostics,Healthcare,Senior,0.36,0.00474,0.00382,-0.00093,99.90735,0.00005,0.00045
2029,India,IN,Radiology & diagnostics,Healthcare,Senior,0.49678,0.00655,0.00662,0.00007,100.00718,0.001,0.00908
2030,India,IN,Radiology & diagnostics,Healthcare,Senior,0.59905,0.00789,0.00987,0.00198,100.19789,0.00191,0.01734
2026,France,FR,Radiology & diagnostics,Healthcare,Senior,0.16451,0.0015,0.00114,-0.00035,99.96474,-0.00012,-0.00111
2027,France,FR,Radiology & diagnostics,Healthcare,Senior,0.2785,0.00253,0.00214,-0.00039,99.96084,-0.00004,-0.00036
2028,France,FR,Radiology & diagnostics,Healthcare,Senior,0.42461,0.00386,0.00378,-0.00008,99.99162,0.00031,0.0028
2029,France,FR,Radiology & diagnostics,Healthcare,Senior,0.57419,0.00522,0.00609,0.00087,100.0867,0.00095,0.00864
2030,France,FR,Radiology & diagnostics,Healthcare,Senior,0.69594,0.00633,0.00875,0.00242,100.24167,0.00155,0.01409
2026,Brazil,BR,Radiology & diagnostics,Healthcare,Senior,0.09137,0.00107,0.00064,-0.00042,99.95772,-0.00019,-0.00169
2027,Brazil,BR,Radiology & diagnostics,Healthcare,Senior,0.16352,0.00191,0.00124,-0.00067,99.93287,-0.00025,-0.00226
2028,Brazil,BR,Radiology & diagnostics,Healthcare,Senior,0.26903,0.00314,0.00229,-0.00086,99.9143,-0.00019,-0.00169
2029,Brazil,BR,Radiology & diagnostics,Healthcare,Senior,0.39586,0.00462,0.00394,-0.00069,99.93134,0.00017,0.00155
2030,Brazil,BR,Radiology & diagnostics,Healthcare,Senior,0.51686,0.00604,0.00614,0.0001,100.01045,0.00079,0.00719
2026,Nigeria,NG,Radiology & diagnostics,Healthcare,Senior,0.0536,0.00077,0.00037,-0.0004,99.96006,-0.00018,-0.0016
2027,Nigeria,NG,Radiology & diagnostics,Healthcare,Senior,0.09502,0.00137,0.00069,-0.00068,99.93229,-0.00028,-0.00252
2028,Nigeria,NG,Radiology & diagnostics,Healthcare,Senior,0.1593,0.0023,0.00125,-0.00104,99.89559,-0.00037,-0.00334
2029,Nigeria,NG,Radiology & diagnostics,Healthcare,Senior,0.24627,0.00355,0.00217,-0.00138,99.86155,-0.00034,-0.00309
2030,Nigeria,NG,Radiology & diagnostics,Healthcare,Senior,0.34443,0.00496,0.0035,-0.00147,99.85318,-0.00008,-0.00076
2026,United States,US,Radiology & diagnostics,Healthcare,Lead / Executive,0.31272,0.00191,0.00222,0.00032,100.03156,0.0003,0.00432
2027,United States,US,Radiology & diagnostics,Healthcare,Lead / Executive,0.50443,0.00307,0.00446,0.00138,100.13825,0.00107,0.01524
2028,United States,US,Radiology & diagnostics,Healthcare,Lead / Executive,0.68352,0.00416,0.00782,0.00365,100.36544,0.00227,0.03246
2029,United States,US,Radiology & diagnostics,Healthcare,Lead / Executive,0.80581,0.00491,0.01154,0.00663,100.66328,0.00297,0.04255
2030,United States,US,Radiology & diagnostics,Healthcare,Lead / Executive,0.87252,0.00532,0.01449,0.00918,100.91761,0.00253,0.03633
2026,Singapore,SG,Radiology & diagnostics,Healthcare,Lead / Executive,0.2925,0.00184,0.00181,-0.00004,99.99644,0.0001,0.00141
2027,Singapore,SG,Radiology & diagnostics,Healthcare,Lead / Executive,0.49636,0.00313,0.00387,0.00074,100.07358,0.00077,0.01102
2028,Singapore,SG,Radiology & diagnostics,Healthcare,Lead / Executive,0.69263,0.00437,0.00719,0.00282,100.28222,0.00208,0.02981
2029,Singapore,SG,Radiology & diagnostics,Healthcare,Lead / Executive,0.82532,0.00521,0.01106,0.00585,100.58497,0.00302,0.04325
2030,Singapore,SG,Radiology & diagnostics,Healthcare,Lead / Executive,0.89503,0.00565,0.01415,0.0085,100.85009,0.00264,0.03787
2026,United Kingdom,UK,Radiology & diagnostics,Healthcare,Lead / Executive,0.22387,0.00124,0.00136,0.00012,100.01221,0.00012,0.00176
2027,United Kingdom,UK,Radiology & diagnostics,Healthcare,Lead / Executive,0.38281,0.00212,0.00273,0.00061,100.06118,0.00049,0.007
2028,United Kingdom,UK,Radiology & diagnostics,Healthcare,Lead / Executive,0.56215,0.00312,0.00499,0.00187,100.18715,0.00126,0.018
